indicator_id,indicator_type,indicator_value,threat_name,threat_actor,confidence,severity
IOC00791,File Hash (SHA256),057b67eba3a57af83457297eccb4a7c85ce41280808a65a6667dbfe975b7e320,Botnet,Threat Group Bravo,Medium,High
IOC00792,IP Address,148.130.206.170,Trojan,Threat Group Alpha,Medium,High
IOC00793,IP Address,142.203.212.43,Adware,Anonymous Group,High,Critical
IOC00794,File Hash (SHA256),c6d453868303bb8080e4fb46e7f25b4c85ff979d83df26e5885899701a2bb403,Botnet,Anonymous Group,High,Low
IOC00795,File Hash (SHA256),43aea52ea783f3eff676960439661cc6d0a366c939d69ccbcb1d8f9bf97b933e,Brute Force,Threat Group Bravo,Low,Medium
IOC00796,Domain,malone.com,Trojan,Script Kiddie,Medium,Low
IOC00797,URL,http://morgan.com/main/main/blogcategory.php,Botnet,Organized Crime Syndicate,Low,High
IOC00798,Email Address,fryan@example.net,Backdoor,Threat Group Charlie,Medium,Medium
IOC00799,Domain,massey.com,Botnet,Threat Group Charlie,Low,Low
IOC00800,IP Address,139.241.88.10,Brute Force,Insider Threat,Medium,High
IOC00801,Domain,david-thompson.com,Keylogger,Anonymous Group,High,Low
IOC00802,File Hash (SHA256),616570f2453cde270ca02323995c5906b811b76d4fc6815f99a023238a7d2ede,Rootkit,Organized Crime Syndicate,Medium,Medium
IOC00803,Email Address,christopher04@example.com,DDoS,Organized Crime Syndicate,Medium,High
IOC00804,File Hash (SHA256),f754e269a7c888d62f770b631a4ecb108089ae3d1f841eaff01bbfa1945f1a7f,Keylogger,Insider Threat,Medium,Medium
IOC00805,File Hash (SHA256),6a66ae618a289831729defae405634c5ec7572833e5b7f4c52f9728cabb48d38,Keylogger,Nation-State Actor (Unattributed),Medium,Low
IOC00806,URL,http://www.thompson-lee.net/exploreregister.php,DDoS,Threat Group Charlie,Low,Low
IOC00807,Domain,young-mayer.com,Worm,Threat Group Alpha,Low,Medium
IOC00808,IP Address,132.85.238.152,Backdoor,Nation-State Actor (Unattributed),Medium,Medium
IOC00809,URL,https://thompson.info/category/tags/mainhomepage.html,Cryptojacking,Hacktivist Collective,High,Medium
IOC00810,URL,https://www.burton.com/explore/app/categoryprivacy.htm,Keylogger,Nation-State Actor (Unattributed),High,Critical
IOC00811,URL,http://www.evans.com/appauthor.html,Botnet,Threat Group Bravo,High,Low
IOC00812,URL,https://www.hamilton.com/categories/listindex.php,Trojan,Threat Group Charlie,Medium,Low
IOC00813,Email Address,gking@example.org,Brute Force,Nation-State Actor (Unattributed),Low,Medium
IOC00814,File Hash (SHA256),87ac2962aa4a0988972c2dae0b1037055d0dee5e893f7a63a458b2b92c6351ab,Cryptojacking,Nation-State Actor (Unattributed),Medium,Low
IOC00815,URL,https://www.patel.org/tag/category/blogcategory.htm,Worm,Threat Group Bravo,High,Medium
IOC00816,Email Address,matthew44@example.com,Malware,Threat Group Charlie,Medium,Low
IOC00817,URL,http://patterson.com/search/blog/listhomepage.asp,Cryptojacking,Anonymous Group,High,Low
IOC00818,Domain,meyer.net,Keylogger,Organized Crime Syndicate,High,Medium
IOC00819,File Hash (SHA256),edbc632ec5e471cf757422bf6c30a6bf0e0752c72aaf56067dbf240e2b0c7128,SQL Injection Campaign,Hacktivist Collective,Medium,Medium
IOC00820,Domain,mitchell.com,Ransomware,Script Kiddie,Medium,Low
IOC00821,File Hash (SHA256),135bf680af99a2e4a348b69ba859f358fbe8753d457b58cf951ec263b5688d94,Cryptojacking,Nation-State Actor (Unattributed),High,Medium
IOC00822,IP Address,156.56.49.196,Cryptojacking,Nation-State Actor (Unattributed),Medium,High
IOC00823,URL,http://ray.com/tag/wp-content/blogcategory.php,Trojan,Threat Group Charlie,High,Low
IOC00824,URL,https://sullivan-brooks.com/wp-content/appprivacy.php,Botnet,Organized Crime Syndicate,Medium,Medium
IOC00825,URL,https://www.santiago-turner.com/appregister.jsp,Rootkit,Script Kiddie,Low,High
IOC00826,Domain,perkins-lee.org,Rootkit,Organized Crime Syndicate,Medium,Medium
IOC00827,Domain,lawrence.info,SQL Injection Campaign,Hacktivist Collective,Low,Low
IOC00828,Email Address,tara75@example.org,Trojan,Insider Threat,Low,High
IOC00829,File Hash (SHA256),4855d7f28d91edc7e4091090e43be2b020baab836bf553d682e7dc2de2c9b074,Rootkit,Hacktivist Collective,Low,Critical
IOC00830,IP Address,99.57.103.92,Worm,Script Kiddie,Medium,Critical
IOC00831,URL,http://long.com/app/app/blogindex.php,DDoS,Unknown,High,High
IOC00832,URL,http://www.campbell.net/explorehomepage.html,SQL Injection Campaign,Anonymous Group,Medium,Medium
IOC00833,IP Address,179.247.151.207,SQL Injection Campaign,Anonymous Group,Low,Medium
IOC00834,Email Address,dawn55@example.net,Rootkit,Insider Threat,High,High
IOC00835,File Hash (SHA256),8b2e0dfa502cccda78f4f591e22d2f9b1810d93b20df72800c42d555a521f259,SQL Injection Campaign,Organized Crime Syndicate,Low,Medium
IOC00836,Domain,fox.com,SQL Injection Campaign,Threat Group Bravo,High,Medium
IOC00837,IP Address,19.226.21.70,Cryptojacking,Script Kiddie,High,Medium
IOC00838,Domain,taylor.com,Backdoor,Script Kiddie,Low,High
IOC00839,Email Address,yuluis@example.net,Keylogger,Organized Crime Syndicate,Medium,High
IOC00840,URL,https://scott.com/categoryfaq.htm,Ransomware,Anonymous Group,Low,Medium
IOC00841,URL,http://martinez.info/wp-contentsearch.asp,Spyware,Insider Threat,Medium,Medium
IOC00842,Email Address,tjenkins@example.org,Ransomware,Threat Group Charlie,Medium,High
IOC00843,IP Address,132.37.40.5,Botnet,Nation-State Actor (Unattributed),Low,High
IOC00844,Domain,murray-swanson.com,Cryptojacking,Anonymous Group,Medium,Medium
IOC00845,File Hash (SHA256),7f6e28fa500aae887da359aa5a4ed2936882ef34d619dcbbe4544bb60e12fcdb,Ransomware,Anonymous Group,High,High
IOC00846,Email Address,pjoseph@example.org,Backdoor,Hacktivist Collective,Low,Medium
IOC00847,Email Address,susanandrade@example.org,Worm,Nation-State Actor (Unattributed),Low,High
IOC00848,Domain,ross.org,Phishing,Anonymous Group,Medium,Low
IOC00849,URL,https://www.osborne-sanders.net/app/tagfaq.php,DDoS,Hacktivist Collective,Low,High
IOC00850,File Hash (SHA256),478ca1d52346716688209f7c100eab5a6b6a974a4ea0f25c7da423364edaf315,Trojan,Threat Group Charlie,High,Low
IOC00851,IP Address,213.127.160.80,Adware,Threat Group Bravo,Medium,Medium
IOC00852,Domain,williams-harris.com,Rootkit,Insider Threat,Low,Medium
IOC00853,File Hash (SHA256),fad5555971f2639b33776e2964e61d8750f5dcf3da88c2c966c50b57c11454de,Trojan,Threat Group Alpha,Low,Critical
IOC00854,IP Address,204.204.111.105,Keylogger,Threat Group Bravo,High,Medium
IOC00855,IP Address,196.189.212.211,Keylogger,Insider Threat,Low,High
IOC00856,URL,https://www.carpenter-harris.com/explorepost.htm,Malware,Unknown,High,Medium
IOC00857,File Hash (SHA256),49259ed0e0461c04145ee6937aac73c381797c27d5b583041b595e6e213a4cf9,Spyware,Organized Crime Syndicate,Low,Low
IOC00858,Email Address,harrismeredith@example.org,Cryptojacking,Unknown,Medium,Low
IOC00859,URL,http://www.green.biz/category/exploreauthor.php,DDoS,Threat Group Charlie,Low,Medium
IOC00860,Domain,cummings-curtis.com,Cryptojacking,Organized Crime Syndicate,Low,Low
IOC00861,File Hash (SHA256),a519ce53a189513969c1e3c91f6057cd83e42c25001304949dfb1f42fc951021,Trojan,Threat Group Alpha,High,Low
IOC00862,IP Address,187.88.56.59,SQL Injection Campaign,Hacktivist Collective,High,Medium
IOC00863,IP Address,81.188.182.175,Worm,Script Kiddie,High,Low
IOC00864,File Hash (SHA256),ab3b56c70e093e9651f62ca704f0e5ea761a99467521fd560066d4e72b7709f2,SQL Injection Campaign,Unknown,Low,Medium
IOC00865,File Hash (SHA256),e3769ab93c8e58bc761070e84c1e9fea19ad9c69f1b6c97cf83f6312a4dac15c,Botnet,Threat Group Charlie,High,Medium
IOC00866,URL,https://gould.com/category/tags/appterms.htm,Trojan,Organized Crime Syndicate,High,High
IOC00867,Domain,jones.net,Backdoor,Insider Threat,Medium,Medium
IOC00868,Email Address,oraymond@example.org,Adware,Unknown,High,Medium
IOC00869,File Hash (SHA256),8b0345b34f612bfcb1cb30310a75fdd16afe965b5b4f3e87b5fc310c701d698d,Ransomware,Unknown,Low,Medium
IOC00870,IP Address,140.172.248.133,Spyware,Unknown,Medium,Medium
IOC00871,File Hash (SHA256),bf728e38391be6fa40be0cae72777403f84e82225b9a8c618f1d5fa19bee8b1d,Ransomware,Insider Threat,Medium,High
IOC00872,URL,http://pena.com/categories/categorycategory.php,Brute Force,Anonymous Group,Medium,High
IOC00873,Domain,gonzalez-james.com,Brute Force,Script Kiddie,High,Medium
IOC00874,Domain,price-hale.com,Backdoor,Insider Threat,Medium,Medium
IOC00875,IP Address,178.135.154.217,Worm,Threat Group Charlie,Low,Medium
IOC00876,IP Address,184.169.120.178,Spyware,Threat Group Bravo,Medium,Medium
IOC00877,URL,http://costa.info/list/tags/categoriesauthor.html,Phishing,Unknown,Medium,Medium
IOC00878,IP Address,21.244.122.221,SQL Injection Campaign,Insider Threat,Low,High
IOC00879,URL,https://www.schwartz-reyes.net/tag/tagsabout.asp,SQL Injection Campaign,Threat Group Alpha,Low,Low
IOC00880,Domain,price.com,Ransomware,Threat Group Bravo,High,High
IOC00881,File Hash (SHA256),7bff0bfcae43c63ff00b7c11b94f52f4bf9b8bf0d9bcd9196891fed9ae175909,Worm,Threat Group Alpha,High,High
IOC00882,Email Address,johnpacheco@example.net,Spyware,Anonymous Group,Medium,High
IOC00883,URL,http://www.acevedo.com/categories/exploreauthor.htm,Keylogger,Insider Threat,High,Critical
IOC00884,Email Address,manuel30@example.net,Phishing,Unknown,High,Low
IOC00885,URL,https://www.mcknight-austin.biz/wp-content/explore/listmain.htm,Spyware,Organized Crime Syndicate,High,Medium
IOC00886,URL,http://www.luna-smith.com/wp-contentabout.php,Rootkit,Insider Threat,Medium,Low
IOC00887,IP Address,203.71.137.246,Botnet,Script Kiddie,Medium,Medium
IOC00888,URL,http://miller.com/app/wp-content/blogauthor.asp,Phishing,Threat Group Bravo,Medium,Medium
IOC00889,File Hash (SHA256),447e8180ae200a41b55bd09c15d2bb7a021ed1ecbd3ff0f2c291c903e3b56d17,Malware,Organized Crime Syndicate,Medium,Critical
IOC00890,Email Address,zwagner@example.net,Rootkit,Threat Group Alpha,High,Low
IOC00891,URL,https://www.garcia.biz/explore/tags/bloghome.asp,Trojan,Script Kiddie,Low,High
IOC00892,Domain,davis.info,Spyware,Nation-State Actor (Unattributed),Medium,Critical
IOC00893,File Hash (SHA256),214a879c8768dc5103e87625128e2b9e6a23ac9dcdc4ac4aa62abf7fac5871ce,Rootkit,Anonymous Group,Medium,High
IOC00894,Domain,frank-sanchez.com,Malware,Threat Group Charlie,High,High
IOC00895,URL,http://jackson.biz/main/main/listprivacy.php,Botnet,Unknown,High,High
IOC00896,IP Address,18.185.211.225,Brute Force,Threat Group Bravo,Medium,Low
IOC00897,IP Address,210.154.71.214,Trojan,Unknown,Medium,Medium
IOC00898,URL,http://www.hall.com/categories/tagssearch.php,Keylogger,Threat Group Charlie,High,Medium
IOC00899,Domain,johnson-smith.com,Trojan,Script Kiddie,Low,Low
IOC00900,IP Address,61.58.133.190,Worm,Unknown,Low,Low
IOC00901,IP Address,133.143.255.193,Keylogger,Unknown,High,Medium
IOC00902,IP Address,147.209.96.82,Trojan,Threat Group Charlie,Low,Critical
IOC00903,Domain,austin.biz,Spyware,Threat Group Alpha,Medium,High
IOC00904,File Hash (SHA256),b0e1409b7751d81b63319946d429a0ee767e2a58d0624c35411ca2738f36bb89,Rootkit,Threat Group Bravo,Medium,High
IOC00905,URL,https://www.davis-jensen.net/categoriesabout.html,Backdoor,Unknown,Medium,Medium
IOC00906,URL,http://www.hall.net/tagsearch.asp,Adware,Threat Group Charlie,Medium,Medium
IOC00907,File Hash (SHA256),a5839a22767b13dcd286b6b420ab1f8d9697b85116af045c9629a90121e8b459,Keylogger,Organized Crime Syndicate,Low,Medium
IOC00908,File Hash (SHA256),2a8170acfb264898ef04bd09a10c94f6d2c353ce5d98b364d0b77a06dccea8f0,Brute Force,Unknown,Low,Medium
IOC00909,Domain,hickman.com,Brute Force,Threat Group Charlie,High,Medium
IOC00910,Domain,harrington.info,Backdoor,Unknown,Medium,Low
IOC00911,Domain,lopez.info,Spyware,Unknown,Low,Medium
IOC00912,Email Address,robertgray@example.net,Trojan,Unknown,Low,Low
IOC00913,IP Address,211.56.11.215,Phishing,Nation-State Actor (Unattributed),Medium,Critical
IOC00914,URL,https://www.freeman.com/category/listmain.php,SQL Injection Campaign,Anonymous Group,High,Low
IOC00915,Domain,hill.com,Malware,Insider Threat,Medium,Critical
IOC00916,Email Address,hooverpatrick@example.com,Ransomware,Nation-State Actor (Unattributed),Medium,High
IOC00917,Email Address,tamara13@example.org,DDoS,Threat Group Alpha,Medium,High
IOC00918,IP Address,169.193.214.193,Backdoor,Threat Group Bravo,Low,Medium
IOC00919,Domain,james.com,Botnet,Threat Group Alpha,High,Medium
IOC00920,Domain,king-wright.info,SQL Injection Campaign,Insider Threat,Low,Medium
IOC00921,Email Address,francesfarmer@example.com,Phishing,Hacktivist Collective,High,Low
IOC00922,IP Address,102.23.66.33,Keylogger,Nation-State Actor (Unattributed),Low,Medium
IOC00923,IP Address,103.23.203.189,Ransomware,Threat Group Charlie,Medium,Medium
IOC00924,Email Address,igonzalez@example.com,Ransomware,Nation-State Actor (Unattributed),High,High
IOC00925,Email Address,javier20@example.net,Worm,Insider Threat,Medium,High
IOC00926,File Hash (SHA256),549a6e0644a44daa215c491c851698f237f1e9374a357e1c36a8f5e9649439e3,Spyware,Script Kiddie,Low,Medium
IOC00927,IP Address,137.121.56.15,Phishing,Hacktivist Collective,High,Medium
IOC00928,IP Address,129.212.131.200,Brute Force,Threat Group Charlie,High,High
IOC00929,Email Address,ujimenez@example.net,Worm,Unknown,Medium,High
IOC00930,IP Address,198.205.239.179,Trojan,Threat Group Bravo,High,High
IOC00931,Domain,stewart-adams.org,Trojan,Threat Group Alpha,High,Low
IOC00932,IP Address,211.253.11.115,Ransomware,Insider Threat,Low,Medium
IOC00933,File Hash (SHA256),8ff4a8efb018190316b2741a62591db12690e87beec496d05be7f3467c94cd32,DDoS,Anonymous Group,High,Medium
IOC00934,IP Address,199.249.2.170,Ransomware,Hacktivist Collective,Low,High
IOC00935,File Hash (SHA256),cbf34991c99c33740749b9fc73574c362e9a97c91e5d5caba0955251b5554017,Trojan,Threat Group Charlie,Low,Low
IOC00936,URL,http://www.smith-young.com/postslogin.php,Malware,Threat Group Bravo,Medium,Low
IOC00937,Domain,werner.com,Ransomware,Unknown,Medium,High
IOC00938,Email Address,amber17@example.com,Malware,Nation-State Actor (Unattributed),High,High
IOC00939,Domain,knapp.com,Phishing,Threat Group Alpha,Medium,Medium
IOC00940,File Hash (SHA256),6ce625aae974ad341012bf8c8f6b06492f8065bb2e4124b80a32a6fd2881a216,Keylogger,Script Kiddie,High,Medium
IOC00941,IP Address,98.174.11.13,Brute Force,Insider Threat,High,Low
IOC00942,File Hash (SHA256),9b55f4856693c3ace2e2aa64a468bea44278455b85ed86236d60a2e583e9a3d6,DDoS,Insider Threat,High,Medium
IOC00943,IP Address,145.29.109.120,Cryptojacking,Anonymous Group,Medium,Medium
IOC00944,Email Address,garzajeffrey@example.com,Trojan,Organized Crime Syndicate,Medium,High
IOC00945,Domain,benton.com,Malware,Hacktivist Collective,Medium,Low
IOC00946,IP Address,27.251.152.203,Cryptojacking,Organized Crime Syndicate,High,High
IOC00947,Domain,gardner-jones.com,Botnet,Anonymous Group,Medium,Medium
IOC00948,Email Address,christinaruiz@example.com,Keylogger,Threat Group Alpha,Low,High
IOC00949,URL,http://evans-diaz.com/categoriescategory.php,Spyware,Anonymous Group,High,Low
IOC00950,URL,https://johnson.biz/posts/explorehome.php,SQL Injection Campaign,Script Kiddie,High,Medium
IOC00951,File Hash (SHA256),b49afdfa9301fce14b7faaffa1fd871a96bf029b2f032a19f3c06b809b31494f,Phishing,Script Kiddie,High,Low
IOC00952,URL,https://williams.com/blog/mainterms.html,DDoS,Hacktivist Collective,High,Low
IOC00953,File Hash (SHA256),c2ce9b836ba6022b3224d0bb3b9c67b3645a734b45a3e249ad8edd9d85878883,Malware,Threat Group Alpha,Low,High
IOC00954,Email Address,joseph62@example.com,DDoS,Anonymous Group,Low,High
IOC00955,IP Address,156.141.13.224,Rootkit,Unknown,Medium,Medium
IOC00956,URL,https://ryan.biz/search/listfaq.html,Malware,Insider Threat,Medium,Medium
IOC00957,URL,https://greer.com/categorieshomepage.html,Worm,Script Kiddie,Medium,Medium
IOC00958,Domain,hernandez.com,Rootkit,Insider Threat,Low,Medium
IOC00959,Domain,cox-gonzales.net,Backdoor,Threat Group Bravo,Low,Medium
IOC00960,URL,http://johnson.net/main/categoriesauthor.html,DDoS,Organized Crime Syndicate,Medium,Medium
IOC00961,File Hash (SHA256),6e496f1683c0677670227f48b7d67ff844a3e3863d74c422d177590e11983b21,Backdoor,Anonymous Group,Medium,Critical
IOC00962,Domain,patton-patterson.info,SQL Injection Campaign,Threat Group Alpha,Low,Medium
IOC00963,Email Address,hcollins@example.com,Ransomware,Hacktivist Collective,Medium,Medium
IOC00964,Email Address,mooremelissa@example.net,Cryptojacking,Hacktivist Collective,Medium,Critical
IOC00965,Domain,george.net,Adware,Hacktivist Collective,Medium,Medium
IOC00966,File Hash (SHA256),1d7f45a168dd63a6417e9be654c97adc361c0eea2aa0a7e73466f6f6bee75fd7,Trojan,Nation-State Actor (Unattributed),Low,Low
IOC00967,IP Address,33.5.225.95,Backdoor,Anonymous Group,Medium,High
IOC00968,Domain,hicks.net,Brute Force,Organized Crime Syndicate,Low,Low
IOC00969,Domain,armstrong.com,Brute Force,Script Kiddie,High,Critical
IOC00970,Email Address,kyle28@example.net,SQL Injection Campaign,Threat Group Alpha,Low,Medium
IOC00971,File Hash (SHA256),be83761da906f598a3e921584970032258cb1484918a02e895815eb7137c1434,Cryptojacking,Organized Crime Syndicate,High,Critical
IOC00972,IP Address,192.53.21.82,Ransomware,Threat Group Bravo,High,Medium
IOC00973,URL,http://patterson.com/tagshome.html,DDoS,Organized Crime Syndicate,Low,High
IOC00974,Email Address,smithmelissa@example.org,Ransomware,Hacktivist Collective,Low,Medium
IOC00975,Email Address,vsullivan@example.com,Brute Force,Hacktivist Collective,High,Low
IOC00976,IP Address,207.61.57.71,Cryptojacking,Script Kiddie,Medium,Low
IOC00977,Domain,mayo.net,Cryptojacking,Anonymous Group,Medium,Medium
IOC00978,IP Address,96.111.44.216,Phishing,Unknown,Medium,Critical
IOC00979,Domain,harris.biz,Spyware,Threat Group Bravo,Low,High
IOC00980,File Hash (SHA256),925c2e2237b84e360ed776363dd060d6151474149f71f6e5c74950df1ec40299,Trojan,Unknown,Medium,Low
IOC00981,File Hash (SHA256),316cc12403027571938c11e1d06bde93f54501b70f2ef139558935c31e8858cd,Worm,Organized Crime Syndicate,Medium,Medium
IOC00982,Email Address,normanfuller@example.org,Botnet,Nation-State Actor (Unattributed),High,Medium
IOC00983,IP Address,28.176.172.41,Backdoor,Script Kiddie,High,Medium
IOC00984,IP Address,162.250.27.234,Malware,Anonymous Group,Low,Low
IOC00985,File Hash (SHA256),d01ffdd2cf06c4cf7b3ebe373e60bc39698afffb1b5f584d5ed86d3190ecbadc,Brute Force,Organized Crime Syndicate,High,Low
IOC00986,Domain,baker.com,Phishing,Threat Group Alpha,Low,High
IOC00987,Domain,cannon.com,Keylogger,Nation-State Actor (Unattributed),Medium,High
IOC00988,URL,https://www.clark-duncan.biz/tag/appmain.php,Brute Force,Organized Crime Syndicate,Low,High
IOC00989,Domain,morgan.net,Cryptojacking,Script Kiddie,Medium,Low
IOC00990,Domain,reid-dalton.com,Phishing,Hacktivist Collective,Medium,Critical
IOC00991,File Hash (SHA256),10b76371cf16fc60124d6b6e17586b40babd5ca922a00f31bcbebf3b55b8e8a0,Cryptojacking,Threat Group Alpha,Low,Medium
IOC00992,Domain,fletcher.com,Spyware,Threat Group Alpha,Low,Medium
IOC00993,Email Address,igomez@example.com,Cryptojacking,Anonymous Group,Medium,High
IOC00994,Domain,wagner.com,SQL Injection Campaign,Threat Group Alpha,Low,Medium
IOC00995,IP Address,196.85.176.202,Backdoor,Threat Group Alpha,Low,Low
IOC00996,Email Address,ssmith@example.com,Adware,Insider Threat,Medium,Critical
IOC00997,File Hash (SHA256),a84c327ec7a3576a7ec25972f54c90209690b6b337b4e3a27da0f1168968f334,Backdoor,Insider Threat,High,Low
IOC00998,File Hash (SHA256),d713e775c5df38778d517e70944705ec9042e296eb1b45d85b4c142b0d628161,Worm,Hacktivist Collective,High,Critical
IOC00999,Email Address,derrickferrell@example.org,Adware,Organized Crime Syndicate,Medium,Low
IOC01000,Domain,abbott-watson.com,DDoS,Script Kiddie,Low,Medium
IOC01001,URL,https://www.sullivan-church.com/blog/tagscategory.html,Brute Force,Threat Group Alpha,High,High
IOC01002,URL,http://phillips-smith.com/searchsearch.html,Botnet,Organized Crime Syndicate,Low,Medium
